"vecNum";"vecVitesses"
50;116,065950920058
50;133,844183139238
50;128,150512129536
50;135,250580235131
50;121,605508033325
51;115,132579754178
51;145,786456975479
51;126,500608750548
51;124,400860126528
51;144,907692886633
51;102,745963323811
52;114,489953857416
52;121,674220122813
52;123,047623891819
52;124,351422184327
52;117,677574541885
52;129,641171645069
53;119,250057813812
53;116,607194706559
53;131,899431500754
53;114,859157168939
53;99,3343801168082
53;104,307043115883
54;111,029736007057
54;136,807322399667
54;111,500665532687
54;117,780871046595
54;107,824197337952
54;131,773701207814
55;125,756804618603
55;116,3150815499
55;127,603126995386
55;145,35243624538
55;133,009147349773
55;102,280657503046
56;107,824011397039
56;112,726751689184
56;134,318133780657
56;101,803353810299
56;124,752781347646
56;132,298581528666
57;133,069491160428
57;111,282773810401
57;120,051713800285
57;117,883086701397
57;118,234942198458
57;108,155446892278
58;112,261555620686
58;121,939332492589
58;127,581482012851
58;108,172980196838
58;124,156999389027
58;127,819488586955
59;99,8526451293404
59;135,928892149927
59;113,093809143909
59;110,787893141794
59;118,881489548344
59;130,824961750064
60;107,383258952261
60;109,101809799403
60;115,65445234664
60;154,266791533632
60;121,438502354736
60;118,157252627347
61;124,956143042994
61;119,954057894615
61;125,011493541962
61;124,650809831103
61;127,063848376421
61;127,755266190561
62;137,931067468499
62;126,103156854804
62;127,45278853337
62;114,632997075108
62;131,524778056657
62;118,468370985922
63;106,573768487555
63;103,83770146813
63;112,788288354437
63;127,623316838341
63;118,122805862167
63;116,641653614111
64;127,414870913105
64;109,405623300161
64;94,7440867595955
64;102,225300762518
64;118,280214225373
64;130,82288370294
65;121,987544703209
65;111,445004312432
65;113,37411164692
65;132,418344654785
65;115,1394563377
65;107,884828178752
66;125,759970174099
66;113,341731595432
66;121,569631711246
66;125,214316462935
66;126,027052935091
66;111,103504766434
67;115,458054751978
67;130,323723242646
67;119,23636706193
67;134,788472902978
67;131,631196221801
67;141,480581811533
68;135,899568815314
68;132,090646808984
68;120,668858436935
68;110,676965762944
68;129,191438193885
68;148,470541502793
69;135,992864315098
69;116,272976085735
69;119,2757204955
69;151,50313060295
69;110,049135576341
69;109,004735068458
70;113,520693958257
70;124,746263894893
70;105,545284358666
70;114,208383332308
70;126,853267003554
70;109,268599780535
71;114,622282700229
71;142,926833285425
71;135,465850989314
71;119,945127741919
71;111,087763776979
71;135,915063109672
72;107,4889476526
72;109,807564841474
72;131,992571633519
72;125,782198420783
72;132,727721804307
72;120,56871920088
73;123,760587876482
73;103,012721396081
73;116,779506667397
73;113,047316177764
73;138,455270523368
73;130,705654904179
74;119,665556641874
74;115,173596921525
74;110,382250972112
74;120,444481935139
74;119,06472874126
74;112,353434586324
75;135,069667992481
75;123,756438919867
75;124,554617225503
75;111,239248085569
75;106,866311538832
75;109,442528839508
76;114,706745111754
76;119,534211478139
76;108,655938724342
76;118,792194281389
76;121,828187248421
76;121,361613212447
77;133,253154273657
77;111,70067785333
77;134,391289528214
77;101,571734106546
77;112,202304407793
77;113,57169421155
78;117,438282579001
78;123,653442512388
78;121,124500886872
78;129,134092668032
78;127,443838542273
78;121,803956084818
79;111,06635787466
79;116,879851707951
79;130,878891832395
79;109,367518563276
79;128,709876312785
79;106,041797422966
80;112,718699629062
80;117,427000439878
80;114,477669562047
80;126,148091204967
80;108,143130066062
80;108,19731212876
81;134,074521896822
81;121,693448263201
81;107,407759103319
81;116,159301724669
81;124,566022416164
81;115,005790534446
82;138,784120069624
82;111,511077025921
82;111,375916968945
82;131,836000158032
82;138,748281104587
82;124,635312393507
83;122,923054686843
83;113,110781804322
83;120,706148603738
83;124,488028448221
83;133,559148144234
83;133,772606143187
84;125,425804493143
84;146,322005299463
84;121,819698280419
84;98,466074188738
84;126,20964693979
84;127,530633428328
85;118,428492559366
85;119,613733396389
85;134,141160348167
85;110,30424879028
85;111,643252189691
85;138,832334893466
86;107,466744338544
86;129,456876237319
86;111,041188922115
86;93,076284580954
86;125,58045868033
86;116,531638655542
87;129,690598165033
87;128,441596045372
87;123,301373387445
87;120,407855447573
87;107,749788879233
87;121,14562031407
88;103,765920491725
88;108,94596858429
88;111,780638140859
88;119,248666215722
88;105,260082298761
88;120,148460580739
89;127,149151492465
89;115,09521996964
89;108,736353752602
89;109,85393154065
89;107,222030168254
89;127,997036562572
90;120,326687967165
90;113,324645067241
90;123,768812968512
90;124,12995630386
90;123,120100417564
90;112,308703789715
91;125,53063109084
91;123,318196488133
91;124,107116321936
91;120,989888863499
91;116,466782323607
91;116,575312796731
92;107,372170666077
92;98,8130192941698
92;131,40036688925
92;127,17141682022
92;118,504980256159
92;130,234705758341
93;101,688011028698
93;115,655162030745
93;129,586201311906
93;109,778085285642
93;103,067237351823
93;133,104396370823
94;125,218905521606
94;130,814532944787
94;110,322693484223
94;131,619993184885
94;120,50627609205
94;121,379513493636
95;114,985662521579
95;121,076438332946
95;109,781435338984
95;132,275926647254
95;113,258400190554
95;127,977316130366
96;104,752483622661
96;101,483086516877
96;109,911240047172
96;122,22531008758
96;132,1938511516
96;121,313396196053
97;125,294757355246
97;128,031088405298
97;121,926365166338
97;128,170800675879
97;107,317801166119
97;106,165953338743
98;110,373566501141
98;112,048464483852
98;125,164398178539
98;121,196854295202
98;126,249217655244
98;119,266433400082
99;139,550895124039
99;124,632114380261
99;94,8014122327052
99;124,166033310602
99;124,832787908025
99;107,001845249347
100;112,594768608618
100;120,602666911799
100;100,172000081641
100;126,438839534323
100;112,347080319615
100;132,353558846889
101;111,133774919221
101;121,303521819634
101;115,853090460524
101;120,814835593149
101;122,053270322247
101;114,119614621835
102;113,650989225784
102;113,758018388255
102;120,250123778035
102;130,035417960539
102;112,890873735744
102;138,992101458018
103;127,369079676778
103;127,571146081314
103;131,623495965756
103;128,969106610075
103;141,650835631517
103;124,508560235099
104;116,226550983767
104;125,042548356871
104;151,868191714947
104;124,400488248347
104;105,529130162767
104;107,643645431144
105;118,758061915988
105;125,09627082756
105;102,497317460547
105;105,31342913975
105;111,082740088184
105;118,727320719974
106;121,484267337005
106;99,4177913991441
106;111,014326119033
106;128,780293215086
106;119,794147496358
106;114,297150178279
107;127,74819836377
107;116,687102906523
107;109,125266032198
107;120,524792651642
107;105,221546092645
107;113,25396955228
108;111,842892878883
108;122,50571208076
108;128,34342267603
108;112,981421654906
108;116,305262427441
108;134,635937082305
109;119,053401982304
109;103,031959329055
109;121,168544592125
109;132,90224533947
109;138,373018795864
109;134,754502034803
110;112,610693790103
110;125,768720509738
110;120,07648724317
110;106,998203660569
110;112,510529478213
110;124,231285679924
111;111,928984262317
111;133,232079934098
111;128,034169783112
111;117,466557191991
111;104,891712540069
111;104,87756587015
112;115,182189693002
112;135,60178443218
112;136,679397493481
112;114,224436364561
112;105,516344428623
112;118,488356946116
113;114,947374586177
113;126,69839310189
113;101,572908115498
113;118,238227469745
113;141,229002448619
113;117,222626619939
114;119,472958170347
114;125,540530135859
114;130,156412733964
114;122,778147344263
114;115,889547910179
114;99,8035406250136
115;117,264410876722
115;110,569579937986
115;120,030225064804
115;130,273561541376
115;132,855514332092
115;125,308587172145
116;130,681602563625
116;112,95579457656
116;134,881782306617
116;112,387401487216
116;112,781848721763
116;123,579698222717
117;117,375735136271
117;116,762455572498
117;107,158594887276
117;123,552593998888
117;119,775449575083
117;112,13657309929
118;123,34905934552
118;118,694635435924
118;123,478278807818
118;126,275912588435
118;116,403220213396
118;140,144007750155
119;123,532354813382
119;123,379491475419
119;127,094932141748
119;112,917159332636
119;113,102076777005
119;144,202724591905
120;113,380882006136
120;121,969772588298
120;126,0774497362
120;148,039538311445
120;117,459320792917
120;125,387682821091
121;134,117201645806
121;126,413490653064
121;104,725375081062
121;97,8393849855952
121;114,070753196613
121;123,092033359012
122;111,660249154437
122;102,761284282366
122;108,905479884974
122;112,040096517265
122;124,495502491753
122;103,129574447326
123;94,7252988494083
123;101,583456021977
123;119,264603280533
123;109,054194542503
123;109,245416377022
123;118,570753512541
124;127,756148141858
124;125,746779283002
124;131,999648970338
124;118,449410558223
124;104,317485016345
124;111,773026752788
125;134,601436617012
125;101,737201592444
125;124,554185611224
125;110,556810392777
125;122,686008223118
125;120,600217817139
126;126,387312708094
126;129,855435346545
126;112,626529583938
126;141,489126739195
126;118,291076509125
126;131,962594019268
127;134,035312425316
127;122,185060233321
127;116,189083058123
127;116,165919888445
127;119,434579510277
127;134,81408427204
128;115,677607080175
128;130,888615390341
128;134,589096186717
128;123,342327586578
128;109,550349768378
128;113,548591552243
129;129,725799375534
129;125,63008709279
129;132,48741264604
129;108,504984984969
129;111,498431107368
129;131,297857385602
130;99,4328720054233
130;133,920023073976
130;124,410660455965
130;121,327402627167
130;119,975505982035
130;123,098785914555
131;112,316842276037
131;133,967204613387
131;111,535269327303
131;122,203428533621
131;125,796361354585
131;127,925517693098
132;116,636183565142
132;115,807659087786
132;127,589570546062
132;126,478274165584
132;119,647515977556
132;111,637455738761
133;107,293117389421
133;116,280072909388
133;119,51296073001
133;130,199549261202
133;122,802723718005
133;118,219541931643
134;125,885233198282
134;132,826399833244
134;116,906435859876
134;143,572696107969
134;119,559048074489
134;128,266894241886
135;115,667305592826
135;120,52607780722
135;126,382258432419
135;109,76419967342
135;129,551383995796
135;110,241315199503
136;129,118431113854
136;131,147794481833
136;131,711940314549
136;118,619483014289
136;136,812268388854
136;137,874390326611
137;107,243769140004
137;119,190698343724
137;116,887017469219
137;121,968637707158
137;108,700070183254
137;119,308730001129
138;120,882663196761
138;125,956596296037
138;126,982213390575
138;118,151060093525
138;129,217279364626
138;131,519214966412
139;105,456455894173
139;122,048416170394
139;125,995845588827
139;132,896290589104
139;125,034218894455
139;112,736939286288
140;108,203373779952
140;135,268743804288
140;140,125691175316
140;134,240706723461
140;103,093773861526
140;110,90611181829
141;103,914291470758
141;104,046912371313
141;139,988815845782
141;133,523495542845
141;140,639942265787
141;126,883852277223
142;105,429481640229
142;121,617557340929
142;117,41805085482
142;118,757810194367
142;139,17892820778
142;119,151667110192
143;122,884368749737
143;108,273655040926
143;111,400692929527
143;113,657853147855
143;125,687943127362
143;136,948988401778
144;124,810865218606
144;112,848732841143
144;111,219313511516
144;124,499038316412
144;121,038989303044
144;119,953045658151
145;130,51230305172
145;124,210445022518
145;114,306752096559
145;124,376201530802
145;125,730162239389
145;107,814847109549
146;128,822679815356
146;131,288565368821
146;104,016245521411
146;119,800157492239
146;121,549115509508
146;137,45906618777
147;109,907160746759
147;106,345195707735
147;116,630916085366
147;122,718404197965
147;113,006929563188
147;134,283832206907
148;117,253356502722
148;130,757252508947
148;111,831307531752
148;124,614609997127
148;114,73889237957
148;112,308157580024
149;115,521483715035
149;112,907389943826
149;106,506266154571
149;111,313211763096
149;123,845490171723
149;105,017944754651
150;117,856434980519
150;120,769174561558
150;111,096486302568
150;125,120660912075
150;107,531132182937
150;119,984092255544
151;111,767745382999
151;123,118778833913
151;102,269686421529
151;121,343104928798
151;127,581287788086
151;138,685574858133
152;108,307954453026
152;130,417396917089
152;129,39385380409
152;122,561947269664
152;124,504715292934
152;106,53562812472
153;124,827712269813
153;123,51275365874
153;116,571646108287
153;114,756596112829
153;136,460380285641
153;110,838144757967
154;118,580604897499
154;108,299097636832
154;109,126954687739
154;119,867659176465
154;123,850868082044
154;131,171395350535
155;136,577792705618
155;127,468064007533
155;130,375767641929
155;99,9956562671567
155;119,657062579711
155;108,609543870456
156;120,742357079843
156;115,891305513475
156;116,742946851082
156;109,819865387891
156;123,013961727087
156;120,723824817737
157;116,38689592114
157;125,843324716518
157;118,451045944456
157;120,53722440824
157;130,163228094564
157;105,874879880424
158;121,507814294566
158;117,895942366449
158;127,643857870943
158;131,68979165831
158;118,161378118206
158;125,406835613206
159;117,571305695436
159;108,628684941938
159;97,286721582582
159;136,616854918786
159;134,549511418963
159;117,646200762734
160;113,266271660994
160;119,640168584654
160;115,182503216841
160;133,947337519067
160;118,40347237302
160;106,494570142332
161;129,804581237909
161;123,732381474229
161;126,426310958743
161;123,488615721501
161;118,006484333935
161;123,043381204117
162;131,073874660107
162;124,959490026498
162;118,450515062707
162;119,380760624239
162;112,724389704409
162;104,047469085585
163;112,926231315312
163;123,703059497118
163;134,074519357411
163;93,7628339685013
163;137,197707951955
163;120,388301241974
164;123,659604184476
164;90,2619649002387
164;110,463096526468
164;123,531811996014
164;123,318996634578
164;129,251505839847
165;124,357728762337
165;114,222495906439
165;118,653087267882
165;117,291177233448
165;111,100943153473
165;114,127660939445
166;125,781121638285
166;135,935211814474
166;117,591261417143
166;115,370379858043
166;141,540134111536
166;119,069228265341
167;125,384033000879
167;137,483502101196
167;132,258880179837
167;117,886561960719
167;116,40088123638
167;109,982636829057
168;100,409434220091
168;127,245114593462
168;121,704003211709
168;120,241241806856
168;129,792576174704
168;123,760690289577
169;112,030115907911
169;115,343464463812
169;122,364303958444
169;118,330789529502
169;105,230469374041
169;125,071475514046
170;113,873512426866
170;111,731587181891
170;111,31236596268
170;136,884203628681
170;112,020314021086
170;121,09792662331
171;117,480074149779
171;114,122028319466
171;108,721380433852
171;134,87595669195
171;112,846688043803
171;104,436981949753
172;115,082466902013
172;118,556305114912
172;118,172335080673
172;107,353247943383
172;125,159626026753
172;125,490174010492
173;114,737981308477
173;108,295916915193
173;126,669942589324
173;114,498053889721
173;108,783293941957
173;116,828371239125
174;144,038491855496
174;124,094779939066
174;125,627207294298
174;106,744090427853
174;110,709412180875
174;116,318505768265
175;114,323600400773
175;105,202808072854
175;127,364294997702
175;122,596758263102
175;100,515927356478
175;126,160014632537
176;120,07885874269
176;117,372674369466
176;120,034915647762
176;125,391813418862
176;117,320859690013
176;130,827145502093
177;120,854822105383
177;109,773353137297
177;121,141609236394
177;116,381550320843
177;102,759276135226
177;128,432677451813
178;113,230248354942
178;105,712774226069
178;132,727382860453
178;121,065643949031
178;122,031902212292
178;124,154681646512
179;122,406160259799
179;113,302223094858
179;105,845876819108
179;118,891928712177
179;136,446874487825
179;122,666721734169
180;102,025442353772
180;138,611842397155
180;131,055418229224
180;120,893891290303
180;122,9561242283
180;133,810957774504
181;129,502232466939
181;128,802612218987
181;119,307502102681
181;119,884565137099
181;131,733049219891
181;133,159142309001
182;123,096444207626
182;115,26591413765
182;123,282751663554
182;135,141948105345
182;139,172106643905
182;118,394719989716
183;124,431885882839
183;114,452146709376
183;137,992697912672
183;128,679198709585
183;120,254155947063
183;103,280424645196
184;117,092306441254
184;125,310198305367
184;124,874982278342
184;113,811360792933
184;120,332230722055
184;113,250232375678
185;126,449884481999
185;127,553783268378
185;144,514743742208
185;123,675809893252
185;114,555580551703
185;112,597551294359
186;122,348626608543
186;131,902831457906
186;134,074063452058
186;113,223420456988
186;123,21382242967
186;124,426203318687
187;115,408324177204
187;121,473951799966
187;114,206686133352
187;110,936708032378
187;110,514743105695
187;122,405332116172
188;113,711010538914
188;108,926366668869
188;111,61718975882
188;110,890413845768
188;109,590917272429
188;112,961847478285
189;112,760903982653
189;111,362847126995
189;106,403694613219
189;115,361127902264
189;131,000918802703
189;135,690839506789
190;121,682126239446
190;123,178228162372
190;101,067659140401
190;116,031271427238
190;135,440440312637
190;117,910825190676
191;110,061700561281
191;126,812949125057
191;120,587558043518
191;134,494880549706
191;123,519964167046
191;121,627064256353
192;122,52444774321
192;115,617767947307
192;128,097872299112
192;116,95865285903
192;131,531871328628
192;113,460194589271
193;123,535691164568
193;113,664850040022
193;126,791731815873
193;112,249326646737
193;107,137224452633
193;106,426515049128
194;100,918742150173
194;120,983467820578
194;126,815303334621
194;119,470583157271
194;123,955539007083
194;128,128010118612
195;139,972967071857
195;135,884491535262
195;116,100146629253
195;139,561671708223
195;122,564739664747
195;115,094333292562
196;123,964604184564
196;127,681266009725
196;111,565828310728
196;119,175932241602
196;95,0826411254353
196;121,807173584362
197;125,791491932941
197;110,494948152426
197;138,527095134521
197;121,002964885408
197;132,377472324671
197;128,933057693975
198;126,86026894281
198;139,630952076406
198;122,119463945538
198;121,667911905313
198;114,95609033182
198;105,491249831704
199;112,512131927073
199;139,698392959961
199;118,523792740144
199;137,043555880782
199;116,2233148521
199;118,599525711499
200;131,28124718597
200;136,060655114652
200;113,240709328625
200;119,960686827091
200;105,402586147467
200;122,367599598398
201;112,028158587453
201;121,877349488301
201;114,933504315272
201;119,135599970681
201;120,106226698632
201;100,199725662521
202;131,051321527854
202;118,909351143404
202;105,781770829815
202;131,007472952451
202;110,233850685938
202;123,103869926151
203;112,515601659089
203;115,013502761104
203;132,523738602348
203;123,0179323191
203;117,555122989861
203;141,581893450793
204;128,336277874615
204;133,293520170357
204;112,765911611471
204;118,35240109477
204;100,108286965044
204;134,476415677828
205;119,477532474396
205;117,787383304821
205;100,635531185798
205;119,039414086879
205;129,40603486805
205;110,11913829971
206;120,872907112005
206;122,768978806267
206;121,96629555668
206;128,313875914672
206;107,19083669974
206;124,673417874127
207;133,610811429683
207;123,480379915479
207;123,675245431361
207;110,724459536873
207;114,685681193444
207;118,134999990244
208;90,8007142799126
208;105,477516856212
208;128,106969642285
208;122,159470386627
208;127,455406863307
208;128,022530695801
209;125,010980352357
209;114,89510999337
209;119,105807036696
209;111,999810461416
209;115,423596201479
209;126,284156293441
210;125,326301117548
210;125,78691300814
210;109,826546708212
210;119,15546826471
210;124,666438353535
210;122,463329776486
211;113,965646567482
211;119,94967797144
211;115,825788235095
211;126,632939162158
211;123,849537700936
211;98,2703509760039
212;124,054068865536
212;117,000029319855
212;125,038951990672
212;135,481727714243
212;106,66271147795
212;111,776456160746
213;113,696050611254
213;130,88109823479
213;132,008491873489
213;103,172095231542
213;121,358291288743
213;126,863497460698
214;122,721718335785
214;108,010643667249
214;112,61047152837
214;139,192688726048
214;120,371706235261
214;116,349228769637
215;124,709038333332
215;105,475894213118
215;116,877082172739
215;119,168797588288
215;116,375763788596
215;110,494064937296
216;119,823428105701
216;132,587871001036
216;126,58818850803
216;118,992773070754
216;115,869934498882
216;99,7770096100926
217;112,149776081052
217;123,392494397675
217;134,197342822544
217;117,367634975686
217;117,57824139523
217;128,994850147005
218;127,890033851432
218;111,165003897514
218;113,100060485367
218;111,741815605791
218;120,114349299417
218;113,380567464591
219;128,01384563894
219;110,499453521399
219;131,507453025942
219;143,69328103446
219;108,992830752301
219;119,795975091544
220;119,610502615549
220;99,1290748547108
220;123,164878745738
220;109,827686754127
220;123,342728482028
220;118,890160997452
221;118,617717056128
221;107,692379696402
221;127,266935598332
221;117,802391715374
221;118,438527700513
221;115,872998444639
222;131,420609376557
222;120,727979999529
222;126,854738834551
222;128,759859421928
222;123,522026984374
222;133,668268424963
223;130,460715732639
223;102,93651946125
223;114,717727336011
223;125,888871123905
223;103,719300371595
223;126,760811776256
224;123,23080433584
224;132,94850296719
224;100,694718752369
224;125,966880655803
224;125,152788868063
224;109,958973382323
225;121,597746475598
225;128,787477239264
225;122,725133264589
225;137,557202276085
225;113,887829470332
225;131,208828013615
226;119,28973425489
226;119,799056452747
226;114,109294604307
226;119,96707154489
226;126,398259736168
226;122,600183361606
227;123,432931161392
227;116,207614816563
227;126,231429252741
227;87,8325419842202
227;118,138876058217
227;118,066812912611
228;119,49359890955
228;137,128450418327
228;129,515053609042
228;117,672027747338
228;124,196346061364
228;125,785094203638
229;119,82488708647
229;125,960478471026
229;118,493905611247
229;102,328634181049
229;127,607141998853
229;128,929489621822
230;140,843829838427
230;118,031254984822
230;96,7504675756417
230;122,867760859201
230;135,961219564013
230;124,640349848404
231;117,556532003147
231;116,052596153971
231;115,888557216525
231;118,581478771662
231;118,053276593227
231;110,707852396296
232;119,326867922986
232;135,66917820432
232;107,680228762017
232;122,184829164584
232;129,004183973473
232;116,622248304225
233;124,647693854478
233;120,101477174728
233;122,19655831376
233;133,201098343511
233;122,039509819444
233;115,047591548042
234;136,869387559006
234;125,90496630759
234;120,536408738314
234;126,321246219067
234;112,42199990182
234;119,935775381731
235;111,590991960877
235;126,22939005141
235;127,83029846627
235;118,71921100416
235;126,984325657062
235;124,390243468189
236;112,049882805018
236;128,221453613902
236;101,770486774865
236;109,672576683596
236;124,040248843417
236;115,779800725125
237;136,566211867176
237;104,779495833423
237;110,445170499367
237;118,639020457948
237;118,004006717014
237;108,586644050373
238;123,139834620119
238;121,576763596107
238;133,113392631129
238;108,732760691978
238;109,287456646574
238;117,29758671456
239;115,197709939353
239;126,454563651797
239;125,034065208332
239;142,266140396161
239;117,711184266604
239;109,128331705729
240;118,543985394745
240;111,923249962794
240;117,838151029578
240;122,056789711518
240;109,501088660682
240;116,607614260933
241;116,792548434157
241;124,918358410214
241;112,220408390177
241;104,999410931712
241;114,889030773044
241;137,809123745556
242;128,729516037644
242;122,246615849548
242;117,691613600515
242;128,822372390995
242;126,029807474071
242;96,3726648933472
243;119,300348730538
243;119,600032632533
243;118,723656234931
243;106,843800508482
243;122,589037079128
243;107,116185310332
244;112,830919828626
244;134,175364417878
244;120,326414051851
244;119,707272534543
244;117,175484987598
244;103,046005191236
245;103,297595236079
245;114,999867664412
245;123,932113407912
245;129,476712992592
245;122,747963019136
245;129,126447936104
246;125,899241907444
246;126,947072889187
246;116,6111026728
246;120,461423563004
246;120,32380457662
246;105,467026153973
247;120,06008848102
247;102,791785162107
247;125,305004954516
247;124,518548767885
247;112,133924294486
247;115,813724382186
248;113,931960749281
248;121,682463896838
248;119,053731353863
248;129,603770567903
248;130,988320308659
248;112,330146393286
249;130,224788025639
249;124,214636954155
249;96,7456617835219
249;128,196789333211
249;112,683625950542
249;123,336198535449
250;110,047972765239
250;127,45039987701
250;112,511940157815
250;130,871617449499
250;119,207185905059
250;114,027640183596
251;124,772589865087
251;150,035385845961
251;116,980757014629
251;119,918074324878
251;110,999998450301
251;120,488847336051
252;133,282294336016
252;106,830712645874
252;130,869232153502
252;114,777402983404
252;132,708385580724
252;123,685186062019
253;105,659810196693
253;106,581815781524
253;135,310792201219
253;138,358428395293
253;102,731039078126
253;120,7833674934
254;143,845999176958
254;122,675506202426
254;114,021987676067
254;108,091644483153
254;104,266211358208
254;129,666410119762
255;107,275535177549
255;119,133858227913
255;123,656306020764
255;132,147586153964
255;90,2935642807428
255;111,386396550645
256;118,910505480015
256;99,9557015141728
256;118,083554407175
256;103,856923668484
256;120,977244616867
256;111,484874899069
257;105,725609924616
257;128,724057133582
257;108,664065168862
257;113,003673461861
257;118,28626614334
257;122,606868122458
258;119,794037030933
258;113,383500613941
258;119,453831630218
258;114,736695839006
258;108,239781550852
258;122,57974138561
